survey_version,in_pot_or_ground ,country,region,latitude,longitude,final_height_(cm),alive,number_of_stems,start_year,start_height (cm),watering,fertiliser, 
LONG,ground,Australia,Australasia,-33.94102658,151.2156507,200,Yes,2,2005,20,,No,Sandy
LONG,pot,Australia,Australasia,-33.93948213,151.100229,120,Yes,,2007,60,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.93149733,150.7932489,198,Yes,2,,,,,
LONG,ground,Australia,Australasia,-33.92601723,150.5878965,500,Yes,1,2006,50,YESWATER,No,Sandy
SHORT,pot,Australia,Australasia,-33.92314802,151.2262971,180,Yes,3,,,,,
SHORT,pot,Australia,Australasia,-33.922926,151.2252272,80,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.91918935,151.2546077,428,Yes,2,1996,30,YESWATER,Yes,
SHORT,ground,Australia,Australasia,-33.91872988,151.0348207,500,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-33.91751614,151.2292076,400,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-33.91751614,151.2292076,180,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.91242357,150.9861138,180,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.91192534,151.1556055,200,Yes,1,2016,25,,Yes,
LONG,pot,Australia,Australasia,-33.91116962,150.9850727,120,Yes,1,2017,100,,Yes,Potting mix
SHORT,ground,Australia,Australasia,-33.91110894,151.2622944,300,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.90914745,151.1541032,80,Yes,1,2014,175,NOWATER,,Sandy
LONG,ground,Australia,Australasia,-33.90907474,151.1518713,40,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.90850481,151.1525578,125,Yes,1,2008,NA,NOWATER,No,
SHORT,ground,Australia,Australasia,-33.90536666,151.2608479,350,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-33.90384665,151.2621493,400,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.90370211,151.1384712,45,Yes,1,,,YESWATER,No,
LONG,pot,Australia,Australasia,-33.90354882,151.142934,125,Yes,1,2012,30,YESWATER,No,Sandy
LONG,pot,Australia,Australasia,-33.90090934,151.2478567,150,Yes,1,2015,70,NOWATER,No,Potting mix
LONG,pot,Australia,Australasia,-33.89980305,151.1192112,80,Yes,,,,,,
SHORT,pot,Australia,Australasia,-33.89960369,151.177039,250,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.89833952,151.1769237,300,Yes,1,2009,30,NOWATER,Yes,Clay
SHORT,,Australia,Australasia,-33.89791175,151.1783622,400,Yes,,,,,,
LONG,pot,Australia,Australasia,-33.89716494,151.104314,115,Yes,1,2019,17.5,YESWATER,Yes,Potting mix
SHORT,ground,Australia,Australasia,-33.89702799,151.2349046,350,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-33.89702799,151.2349046,500,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-33.89702799,151.2349046,500,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-33.89702799,151.2349046,600,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-33.89702799,151.2349046,600,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-33.89702799,151.2349046,160,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.89449613,151.2333602,500,Yes,,,,,,
LONG,pot,Australia,Australasia,-33.89417536,151.2062556,220,Yes,1,2011,60,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-33.8932852,151.1641828,200,Yes,3,2006,45,YESWATER,No,
SHORT,pot,Australia,Australasia,-33.89199019,151.229437,300,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.88865386,151.1911192,200,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-33.88780302,151.1870196,600,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.88755937,151.1243538,240,Yes,,,,,,
LONG,pot,Australia,Australasia,-33.88719122,151.2417686,300,Yes,2,2005,40,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.88719122,151.2417686,300,Yes,2,,,,,
LONG,pot,Australia,Australasia,-33.88703091,151.2411463,178,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.88644464,151.2420475,125,Yes,1,2018,100,,,Potting mix
SHORT,pot,Australia,Australasia,-33.88625969,151.2120534,150,Yes,2,,,,,
LONG,pot,Australia,Australasia,-33.88606726,151.2111912,160,Yes,1,2009,20,YESWATER,Yes,Loamy
LONG,ground,Australia,Australasia,-33.88576417,138.7325169,300,Yes,1,,,,,
SHORT,,Australia,Australasia,-33.88533951,151.2266379,244,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-33.88341557,151.2286119,400,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.88206305,150.8753214,98,Yes,1,2016,50,YESWATER,Yes,
LONG,pot,Australia,Australasia,-33.8811503,151.1699309,300,Yes,4,2007,150,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-33.880978,151.1793778,200,Yes,1,2018,60,YESWATER,No,
SHORT,pot,Australia,Australasia,-33.88062686,151.1377624,200,Yes,,,,,,
SHORT,pot,Australia,Australasia,-33.88051998,151.1377624,200,Yes,,,,,,
LONG,pot,Australia,Australasia,-33.8802268,151.2359256,152,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.87540533,151.2277407,100,Yes,1,2017,50,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-33.87160401,151.2063873,180,Yes,1,,50,YESWATER,No,Clay
SHORT,pot,Australia,Australasia,-33.8712477,151.2063014,40,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.86697168,151.206644,80,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.86697168,151.206644,80,Yes,2,,,,,
SHORT,pot,Australia,Australasia,-33.85947628,151.1788014,157,Yes,2,,,YESWATER,No,
LONG,ground,Australia,Australasia,-33.85831536,151.2773023,60,Yes,1,2018,40,NOWATER,Yes,
LONG,ground,Australia,Australasia,-33.85574312,151.270264,100,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.85111282,151.1542475,152,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.85051638,151.1282977,400,Yes,1,1998,50,YESWATER,,Potting mix
SHORT,,Australia,Australasia,-33.84343142,151.2413311,180,Yes,,,,,,
SHORT,pot,Australia,Australasia,-33.8432988,151.1971894,250,Yes,5,,,,,
SHORT,ground,Australia,Australasia,-33.84276698,151.2074503,350,Yes,2,,,,,
LONG,pot,Australia,Australasia,-33.84023921,151.1958394,400,Yes,1,2009,20,YESWATER,No,Loamy
LONG,ground,Australia,Australasia,-33.83984598,151.2030557,195,Yes,2,2003,25,YESWATER,No,
LONG,ground,Australia,Australasia,-33.83984331,151.1715994,400,Yes,1,2005,50,YESWATER,,
LONG,ground,Australia,Australasia,-33.83984331,151.1715994,450,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.83977467,151.2034848,174,Yes,,2007,40,YESWATER,No,Potting mix
SHORT,ground,Australia,Australasia,-33.83815431,151.1966977,200,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.8378335,151.1967191,195,Yes,1,2008,30,YESWATER,No,
LONG,pot,Australia,Australasia,-33.83543944,151.207096,200,Yes,3,,,,,
LONG,pot,Australia,Australasia,-33.8349403,151.2084693,200,Yes,3,,,,,
LONG,pot,Australia,Australasia,-33.83327138,151.1832622,200,Yes,,2008,30,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-33.83001522,151.1390245,180,Yes,1,2008,40,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-33.82911592,151.2446701,600,Yes,1,2015,500,YESWATER,,
SHORT,ground,Australia,Australasia,-33.82904472,151.2437259,600,Yes,,,,,,
LONG,ground,Australia,Australasia,-33.82890204,151.2444125,280,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.82847427,151.244155,200,Yes,,,,,,
LONG,pot,Australia,Australasia,-33.8282805,151.1903875,200,Yes,1,,,YESWATER,No,
LONG,ground,Australia,Australasia,-33.82699711,151.1897008,180,Yes,1,2008,40,YESWATER,No,
SHORT,pot,Australia,Australasia,-33.8260752,151.1055555,50,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.82321074,150.9447115,200,Yes,1,2004,25,YESWATER,,Potting mix
LONG,pot,Australia,Australasia,-33.81649968,151.1603281,180,No,1,,,,,
LONG,ground,Australia,Australasia,-33.81500118,151.165161,130,Yes,1,2016,30,NOWATER,No,Clay
SHORT,pot,Australia,Australasia,-33.81482286,151.165676,40,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.80978881,151.1853822,232,Yes,1,2005,40,NOWATER,No,Clay
LONG,pot,Australia,Australasia,-33.80881873,150.9863146,120,Yes,1,2017,100,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-33.80864586,150.9629943,300,Yes,,2001,50,NOWATER,No,Clay
SHORT,ground,Australia,Australasia,-33.80864043,150.9864863,100,Yes,,,,,,
LONG,pot,Australia,Australasia,-33.80597793,151.2000197,150,Yes,1,2006,50.8,YESWATER,Yes,Potting mix
LONG,,Australia,Australasia,-33.8058917,151.2654483,90,Yes,3,2002,45,YESWATER,,Potting mix
LONG,ground,Australia,Australasia,-33.80143789,151.2198912,260,Yes,1,2006,30,YESWATER,No,Clay
LONG,pot,Australia,Australasia,-33.80034974,151.2198267,350,Yes,1,2006,40,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-33.79974486,151.2064314,40,No,1,2006,30,YESWATER,No,
LONG,pot,Australia,Australasia,-33.79877846,150.7821642,100,Yes,2,2017,13,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-33.79623989,151.1241421,300,Yes,2,2018,,NOWATER,No,
SHORT,ground,Australia,Australasia,-33.79289556,151.1187745,180,Yes,2,,,,,
LONG,ground,Australia,Australasia,-33.79039988,151.0808191,70,Yes,1,,20,NOWATER,No,Clay
SHORT,pot,Australia,Australasia,-33.78282808,151.2840368,58,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.77797533,150.9745816,150,Yes,1,2017,10,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-33.77797533,150.9745816,200,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.77694422,151.0430099,320,Yes,1,2009,50,YESWATER,No,Loamy
LONG,ground,Australia,Australasia,-33.77673013,151.043439,310,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.77565602,151.0135845,200,Yes,1,2010,60,YESWATER,Yes,Sandy
LONG,pot,Australia,Australasia,-33.77492152,151.079469,130,Yes,1,2017,50,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-33.77451601,151.2152044,154,Yes,1,2007,30,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-33.77430196,151.2160198,195,Yes,1,2017,130,YESWATER,No,Sandy
LONG,ground,Australia,Australasia,-33.77206118,150.661432,300,Yes,1,2005,30,NOWATER,Yes,Loamy
LONG,ground,Australia,Australasia,-33.76832235,151.1636847,213,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.76741652,150.6234958,135,Yes,1,2005,40,YESWATER,No,Sandy
LONG,ground,Australia,Australasia,-33.76741652,150.6234958,340,Yes,1,2006,40,YESWATER,Yes,Loamy
LONG,pot,Australia,Australasia,-33.76377173,150.9920845,60,Yes,1,2013,45,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.76148254,151.2116192,100,Yes,1,2015,40,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-33.7612685,151.21119,155,Yes,1,2012,50,YESWATER,No,Potting mix
SHORT,ground,Australia,Australasia,-33.75929944,150.7202623,200,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.75772997,151.2828697,90,Yes,1,2017,75,YESWATER,No,Loamy
LONG,pot,Australia,Australasia,-33.7557097,151.151155,366,Yes,1,2006,10,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-33.75548083,151.0276803,300,Yes,1,2004,40,NOWATER,No,Loamy
LONG,pot,Australia,Australasia,-33.75471028,151.1124478,74,Yes,1,2019,15,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-33.75312581,151.0263065,200,Yes,,2007,40,YESWATER,Yes,Potting mix
LONG,,Australia,Australasia,-33.75297026,151.2876778,180,Yes,1,2014,100,NOWATER,No,Loamy
SHORT,ground,Australia,Australasia,-33.75279184,151.2876348,200,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.75276902,151.0256198,46,Yes,1,2017,20,YESWATER,No,
SHORT,pot,Australia,Australasia,-33.75228274,150.966257,100,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.7520426,151.2850598,500,Yes,2,,,,,
SHORT,ground,Australia,Australasia,-33.75169529,151.0600292,400,Yes,1,,,,,
SHORT,,Australia,Australasia,-33.75148548,150.6579579,150,No,2,,,,,
LONG,ground,Australia,Australasia,-33.75122116,150.616898,250,Yes,1,2018,250,NOWATER,No,
LONG,ground,Australia,Australasia,-33.75086434,150.616812,200,Yes,1,2008,30,YESWATER,No,Clay
LONG,pot,Australia,Australasia,-33.75086434,150.616812,100,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.75055474,150.6874739,250,Yes,1,2013,150,,,
LONG,ground,Australia,Australasia,-33.74950818,150.617756,350,Yes,1,2000,30,NOWATER,No,Potting mix
LONG,ground,Australia,Australasia,-33.74950818,150.617756,350,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-33.74907072,150.6903327,200,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.74575913,150.9045707,200,Yes,1,2014,30,YESWATER,Yes,Clay
LONG,pot,Australia,Australasia,-33.73563486,150.4763638,170,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.73549186,150.4782523,146,Yes,1,2005,20,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-33.73364688,151.1276743,450,Yes,1,2006,50,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.73351818,151.1279923,500,Yes,2,2002,20,YESWATER,Yes,Potting mix
LONG,,Australia,Australasia,-33.72876842,150.449642,150,Yes,3,2014,80,NOWATER,No,Sandy
LONG,,Australia,Australasia,-33.72859589,151.2130409,165,Yes,3,1995,20.32,YESWATER,No,
LONG,ground,Australia,Australasia,-33.72595935,151.0769924,230,Yes,,2002,30,YESWATER,No,
LONG,pot,Australia,Australasia,-33.72312636,151.1670477,168,Yes,1,2006,48.26,YESWATER,Yes,
SHORT,pot,Australia,Australasia,-33.72292578,151.2957484,60,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.72276928,151.1682493,168,Yes,1,2006,48.26,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.7220024,151.1108704,213,Yes,1,,,,,
LONG,,Australia,Australasia,-33.72198426,151.1662751,175,Yes,,2006,48.26,,Yes,Potting mix
LONG,ground,Australia,Australasia,-33.72092663,151.2961772,200,Yes,2,2016,200,NOWATER,No,Sandy
LONG,pot,Australia,Australasia,-33.72027766,151.0691678,180,Yes,3,2008,50,YESWATER,Yes,Potting mix
SHORT,ground,Australia,Australasia,-33.71972442,150.3120481,315,Yes,3,2010,60.96,NOWATER,No,
LONG,pot,Australia,Australasia,-33.71886134,151.1108699,80,Yes,1,2015,50,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-33.71857575,151.1112132,600,Yes,,2006,300,,,
LONG,ground,Australia,Australasia,-33.71843304,151.1105266,400,Yes,1,2015,NA,NOWATER,,Clay
LONG,ground,Australia,Australasia,-33.71836175,151.109325,190,Yes,1,2007,15,NOWATER,Yes,
LONG,ground,Australia,Australasia,-33.71792704,150.3335624,400,Yes,1,2007,80,NOWATER,No,Loamy
LONG,ground,Australia,Australasia,-33.71699888,150.3332189,179,Yes,1,,35,NOWATER,No,Sandy
LONG,ground,Australia,Australasia,-33.71692753,150.332618,500,Yes,1,2018,450,YESWATER,No,Clay
SHORT,pot,Australia,Australasia,-33.71669053,151.116734,280,Yes,1,,,,,
SHORT,pot,Australia,Australasia,-33.71659441,150.433096,50,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.71642777,150.3321888,305,Yes,2,2010,60,YESWATER,No,Loamy
LONG,ground,Australia,Australasia,-33.71642777,150.3321888,305,Yes,2,,,,,
SHORT,pot,Australia,Australasia,-33.71635635,150.3324463,50,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.71621347,150.3333905,350,Yes,1,2010,180,YESWATER,No,
LONG,ground,Australia,Australasia,-33.71606405,150.3335632,150,Yes,1,2017,60,YESWATER,Yes,Loamy
LONG,ground,Australia,Australasia,-33.71605361,150.4968379,100,Yes,2,2008,40,NOWATER,No,Sandy
SHORT,ground,Australia,Australasia,-33.71592192,150.3054185,400,Yes,,,,,,
LONG,ground,Australia,Australasia,-33.7156366,150.3042164,109,Yes,1,2009,60,YESWATER,No,Sandy
LONG,ground,Australia,Australasia,-33.71520603,150.3100538,200,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.71506476,150.305933,150,Yes,1,2010,75,YESWATER,No,
SHORT,ground,Australia,Australasia,-33.71406228,150.3134873,300,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.71380103,150.375363,700,Yes,1,,15,NOWATER,No,Sandy
LONG,ground,Australia,Australasia,-33.71237381,150.3734745,40,Yes,,2000,20,YESWATER,Yes,Sandy
LONG,pot,Australia,Australasia,-33.71219963,150.9562639,40,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.71180269,150.373646,280,Yes,1,2003,50,YESWATER,No,Sandy
LONG,pot,Australia,Australasia,-33.71051751,150.3746753,300,Yes,1,,30,YESWATER,No,
SHORT,ground,Australia,Australasia,-33.70690168,149.8538904,300,Unsure,1,,,,,
LONG,ground,Australia,Australasia,-33.70663718,150.310564,145,Yes,2,2017,120,NOWATER,No,Sandy
LONG,ground,Australia,Australasia,-33.70489103,151.0968351,180,Yes,1,2015,NA,YESWATER,No,
SHORT,ground,Australia,Australasia,-33.70446055,151.149095,260,Yes,2,,,,,
SHORT,pot,Australia,Australasia,-33.70404715,149.8497671,51,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-33.70290285,149.8552568,150,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.70079427,150.552123,450,Yes,1,2010,50,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.70079427,150.552123,450,Yes,1,,100,NOWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.70022294,150.5526378,120,Yes,1,2011,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.69870055,151.0946639,91,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.6979368,150.5595044,100,Yes,1,2016,200,YESWATER,Yes,Potting mix
SHORT,pot,Australia,Australasia,-33.69533652,151.2696087,250,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.68866136,151.106315,280,Yes,,2005,40,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-33.68719756,151.1127389,180,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.68457938,151.0953313,250,Yes,1,2006,40,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-33.68226122,151.0280811,150,Yes,2,2005,60,NOWATER,No,Clay
LONG,pot,Australia,Australasia,-33.68154678,151.0296257,300,Yes,2,2007,60,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-33.67987335,150.2950676,150,Yes,1,2005,15,NOWATER,No,Clay
SHORT,pot,Australia,Australasia,-33.67586632,151.3068667,200,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.6758307,151.3060513,147,Yes,4,2014,30,YESWATER,No,Potting mix
SHORT,pot,Australia,Australasia,-33.6758307,151.3060513,147,Yes,4,,,,,
SHORT,pot,Australia,Australasia,-33.67376609,151.1162581,45,No,1,,,,,
LONG,ground,Australia,Australasia,-33.67262308,151.1185757,180,Yes,1,2005,50,YESWATER,No,Sandy
LONG,pot,Australia,Australasia,-33.67214021,150.618842,138,Yes,3,2009,30,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-33.67214017,150.6190137,140,Yes,1,2007,25,NOWATER,No,Clay
LONG,pot,Australia,Australasia,-33.6715485,151.097963,130,Yes,2,2008,,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.67098006,151.1161722,80,No,1,,,,,
SHORT,ground,Australia,Australasia,-33.66029065,151.288282,60,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.64612772,150.0363524,200,Yes,1,2009,50,NOWATER,No,Loamy
LONG,ground,Australia,Australasia,-33.64504403,151.3245768,230,Yes,1,2012,60,YESWATER,No,Sandy
LONG,ground,Australia,Australasia,-33.64504403,151.3245768,200,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.64355458,150.0384097,100,NA,,1995,20,YESWATER,No,
LONG,,Australia,Australasia,-33.63734983,151.3090304,80,Yes,1,2019,40,YESWATER,No,Peaty
SHORT,pot,Australia,Australasia,-33.63678823,150.2828676,100,Yes,2,,,,,
LONG,,Australia,Australasia,-33.63627788,151.3102534,60,Yes,2,2019,50,YESWATER,No,Sandy
LONG,ground,Australia,Australasia,-33.63221477,150.2832091,139,Yes,1,2016,130,YESWATER,No,Loamy
LONG,ground,Australia,Australasia,-33.63221477,150.2832091,158,Yes,2,2017,150,NOWATER,No,Loamy
SHORT,ground,Australia,Australasia,-33.62970876,151.28185,150,Unsure,,,,,,
SHORT,ground,Australia,Australasia,-33.628061,151.1482441,600,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.62777526,151.1467849,300,Yes,1,,,,,
SHORT,ground,Australia,Australasia,-33.62777526,151.1467849,300,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.62183148,150.6703192,250,Yes,2,2008,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.62180988,149.1249959,57,Yes,1,2018,42,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.60255329,151.0024935,300,Yes,1,2006,60,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.60193434,151.0028032,150,Yes,3,2018,140,YESWATER,No,
LONG,pot,Australia,Australasia,-33.59837982,150.9166554,360,Yes,1,2010,50,YESWATER,Yes,Potting mix
SHORT,ground,Australia,Australasia,-33.59189666,151.1749871,300,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.59048096,150.1948447,338,Yes,1,,,,,
LONG,,Australia,Australasia,-33.57461179,150.6266504,300,Yes,2,2007,35,NOWATER,Yes,Clay
SHORT,ground,Australia,Australasia,-33.55593442,148.6700515,220,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.54196454,151.30701,180,Yes,1,2019,150,NOWATER,No,Sandy
SHORT,ground,Australia,Australasia,-33.54190684,151.3051472,350,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.52392618,151.3752244,300,Yes,2,2006,50,NOWATER,No,Loamy
LONG,ground,Australia,Australasia,-33.52392618,151.3752244,300,Yes,2,2007,50,YESWATER,No,
LONG,ground,Australia,Australasia,-33.49826403,149.118374,190,Yes,,2000,50,YESWATER,No,
LONG,ground,Australia,Australasia,-33.49826403,149.118374,600,Yes,,2000,50,YESWATER,No,
LONG,ground,Australia,Australasia,-33.49540325,151.4124562,575,Yes,1,2009,60,YESWATER,Yes,Sandy
LONG,pot,Australia,Australasia,-33.48187881,151.3596186,400,Yes,,2008,30,YESWATER,Yes,Potting mix
LONG,,Australia,Australasia,-33.47494611,151.3477637,120,Yes,,2010,25.4,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.47075111,150.7963319,250,Yes,1,2011,,YESWATER,,
LONG,ground,Australia,Australasia,-33.45630704,150.8963982,90,Yes,2,,,,,
LONG,ground,Australia,Australasia,-33.44694361,149.181173,1200,Yes,2,2004,500,YESWATER,No,Loamy
LONG,pot,Australia,Australasia,-33.44056793,151.3252839,93,Yes,1,2011,30,YESWATER,No,Potting mix
SHORT,ground,Australia,Australasia,-33.42377039,151.3427474,250,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.42204368,151.3407015,300,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.41933073,149.5738371,300,Yes,2,2010,50,YESWATER,No,Potting mix
SHORT,ground,Australia,Australasia,-33.41725474,149.5725496,300,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.41708725,149.575695,100,Yes,,2013,30,YESWATER,Yes,Potting mix
LONG,pot,Australia,Australasia,-33.4150816,151.4274853,150,Yes,1,2006,40,YESWATER,No,Potting mix
LONG,pot,Australia,Australasia,-33.41226431,149.6075154,220,Yes,1,2005,15.24,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-33.40655686,151.4751312,213,Yes,2,,30.48,NOWATER,No,Sandy
LONG,ground,Australia,Australasia,-33.40195593,149.0931791,360,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.39973531,149.0900885,600,Yes,1,2010,,,No,
LONG,pot,Australia,Australasia,-33.38498436,151.4749476,80,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.3827691,151.3700752,40,Yes,1,,,YESWATER,Yes,
LONG,pot,Australia,Australasia,-33.3730566,151.431183,75,Yes,3,2005,25,YESWATER,No,
LONG,,Australia,Australasia,-33.36979828,151.484062,510,Yes,1,2006,30,NOWATER,No,Sandy
LONG,pot,Australia,Australasia,-33.36717676,151.4429395,75,Yes,,2005,20,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-33.36552888,151.4403643,174,Yes,1,,,,,
LONG,,Australia,Australasia,-33.35681155,151.484948,70,Yes,2,1998,40,,No,Potting mix
LONG,pot,Australia,Australasia,-33.35573846,149.9708897,300,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.34947741,115.6355154,104,Yes,3,2008,30,YESWATER,Yes,Sandy
LONG,ground,Australia,Australasia,-33.34724299,149.0988903,800,Yes,1,2005,500,YESWATER,No,Clay
LONG,ground,Australia,Australasia,-33.33999263,151.3939898,350,Yes,1,2008,60,NOWATER,No,Loamy
LONG,ground,Australia,Australasia,-33.30566196,151.3470482,200,Yes,1,1995,45,NOWATER,No,Sandy
LONG,ground,Australia,Australasia,-33.30155886,151.3417264,250,Yes,1,1995,40,NOWATER,No,Loamy
LONG,pot,Australia,Australasia,-33.28650154,149.0865571,145,Yes,1,1996,30,YESWATER,No,Loamy
LONG,pot,Australia,Australasia,-33.28544025,149.0903005,60,Yes,1,2019,40,YESWATER,No,Potting mix
LONG,ground,Australia,Australasia,-33.27740682,149.0810193,500,Yes,2,2006,60,YESWATER,Yes,Clay
LONG,ground,Australia,Australasia,-33.26936736,149.0806673,46,Yes,1,2015,30.48,YESWATER,Yes,
LONG,ground,Australia,Australasia,-33.23579163,151.2102172,700,Yes,1,2018,,NOWATER,No,
LONG,ground,Australia,Australasia,-33.23495604,151.2155281,400,Yes,1,1995,,NOWATER,No,Sandy
LONG,ground,Australia,Australasia,-33.23207804,151.2223957,280,Yes,1,,,,,
LONG,ground,Australia,Australasia,-33.22669541,151.2812245,305,Yes,4,2005,30,YESWATER,No,
LONG,ground,Australia,Australasia,-33.16847495,151.2444904,700,Yes,1,2019,650,YESWATER,,Silty
LONG,ground,Australia,Australasia,-33.15069174,151.6173593,500,Yes,,2014,350,NOWATER,Yes,Sandy
LONG,ground,Australia,Australasia,-33.14698794,149.9897341,12,Yes,,2005,5,NOWATER,No,Sandy
SHORT,ground,Australia,Australasia,-33.14688683,148.1764988,400,Yes,1,,,,,
LONG,pot,Australia,Australasia,-33.11288837,151.5454626,60,Yes,1,2018,40,YESWATER,Yes,Potting mix
LONG,ground,Australia,Australasia,-33.09692888,151.1621481,250,Yes,1,2007,30,NOWATER,No,
LONG,pot,Australia,Australasia,-33.03761138,137.5744665,90,Yes,1,2017,60,YESWATER,,Potting mix
