"Month","Year","Mean"
10,59,49.45
10,59,44.14
10,59,52.72
10,59,81.11
10,59,148.62
10,59,162.83
10,59,128.93
10,59,92.16
10,59,74.85
10,59,66.92
10,59,62.05
10,59,64.47
10,59,61.75
10,59,123.27
10,59,164.2
10,59,586.98
10,59,4803.24
10,59,1205.9
10,59,570.34
10,59,1109.43
10,59,3308.79
10,59,1076.33
10,59,674.21
10,59,493.36
10,59,412.07
10,59,356.65
10,59,342.03
10,59,296.81
10,59,260.15
10,59,223.57
10,59,221.79
11,59,705.14
11,59,532.59
11,59,364.71
11,59,337.57
11,59,270.17
11,59,248.49
11,59,244.79
11,59,233.93
11,59,277.05
11,59,957.41
11,59,5593.15
11,59,2225.17
11,59,35479.31
11,59,17140.84
11,59,6021.03
11,59,2542.11
11,59,1592.14
11,59,1297.36
11,59,1280.93
11,59,1040.06
11,59,944.79
11,59,838.81
11,59,763.03
11,59,696.68
11,59,635.01
11,59,580.85
11,59,553.57
11,59,543.72
11,59,511.71
11,59,543.72
12,59,550.22
12,59,1287.67
12,59,1478.45
12,59,734.11
12,59,584.78
12,59,609.39
12,59,569.14
12,59,481.34
12,59,449.33
12,59,411.22
12,59,388.04
12,59,370.76
12,59,365.94
12,59,349.52
12,59,331.43
12,59,316.2
12,59,311.96
12,59,303.67
12,59,491.81
12,59,1491.08
12,59,2344.25
12,59,2455.06
12,59,1253.61
12,59,866.29
12,59,684.88
12,59,1221.68
12,59,1407.39
12,59,915.45
12,59,730.53
12,59,588.54
12,59,507.12
1,60,369.55
1,60,342.76
1,60,303.75
1,60,295.45
1,60,283.53
1,60,279.65
1,60,268.24
1,60,264.52
1,60,250.14
1,60,227.94
1,60,224.62
1,60,227.94
1,60,248.34
1,60,251.81
1,60,263.24
1,60,638.16
1,60,486.64
1,60,308.82
1,60,268.32
1,60,253.61
1,60,263.24
1,60,1871.3
1,60,1201.57
1,60,583.06
1,60,382.25
1,60,318.53
1,60,293.62
1,60,257.33
1,60,248.34
1,60,226.34
1,60,211.97
2,60,201.31
2,60,198.36
2,60,189.69
2,60,186.87
2,60,178.61
2,60,578.47
2,60,377.27
2,60,247.87
2,60,201.53
2,60,180
2,60,175.92
2,60,166.78
2,60,156.79
2,60,148.42
2,60,147.24
2,60,147.24
2,60,163.44
2,60,2999.64
2,60,1384.55
2,60,1220.99
2,60,918.35
2,60,651.34
2,60,509.33
2,60,435.74
2,60,398.35
2,60,403.49
2,60,759.28
2,60,694.37
2,60,552.06
3,60,1440.8
3,60,2582.34
3,60,2247.05
3,60,1189.51
3,60,923.18
3,60,765.58
3,60,634.88
3,60,512.26
3,60,455.16
3,60,413.99
3,60,390.76
3,60,370.99
3,60,352.02
3,60,335.97
3,60,333.87
3,60,575.27
3,60,270.49
3,60,241.38
3,60,234.59
3,60,215.1
3,60,210.4
3,60,201.31
3,60,198.36
3,60,188.3
3,60,178.61
3,60,177.25
3,60,177.25
3,60,177.25
3,60,175.92
3,60,166.78
3,60,157.99
4,60,155.55
4,60,148.42
4,60,147.24
4,60,147.24
4,60,147.24
4,60,147.24
4,60,147.24
4,60,146.1
4,60,139.31
4,60,139.31
4,60,143.84
4,60,131.75
4,60,129.6
4,60,128.17
4,60,119.73
4,60,118.36
4,60,118.36
4,60,118.36
4,60,118.36
4,60,118.36
4,60,127.96
4,60,180.79
4,60,141.75
4,60,110.71
4,60,99.52
4,60,99.52
4,60,106.73
4,60,106.73
4,60,99.52
4,60,99.52
5,60,106.73
5,60,106.73
5,60,99.52
5,60,99.52
5,60,106.73
5,60,106.73
5,60,98.39
5,60,89.52
5,60,82.3
5,60,81.3
5,60,81.3
5,60,82.3
5,60,87.39
5,60,81.34
5,60,74.69
5,60,72.89
5,60,67.69
5,60,66.84
5,60,66.84
5,60,66.84
5,60,66.84
5,60,66.84
5,60,67.69
5,60,74.77
5,60,238.27
5,60,3030.44
5,60,755.64
5,60,354.87
5,60,245.5
5,60,212.07
5,60,188.4
6,60,168.11
6,60,156.79
6,60,148.42
6,60,147.24
6,60,144.98
6,60,130.32
6,60,119.73
6,60,118.36
6,60,117.03
6,60,109.23
6,60,107.96
6,60,106.73
6,60,99.52
6,60,99.52
6,60,106.73
6,60,107.96
6,60,105.55
6,60,91.69
6,60,89.48
6,60,88.43
6,60,84.34
6,60,107.21
6,60,171.49
6,60,148.77
6,60,120.9
6,60,106.83
6,60,91.69
6,60,88.43
6,60,83.3
6,60,88.43
7,60,89.48
7,60,89.48
7,60,89.48
7,60,88.43
7,60,81.34
7,60,74.69
7,60,74.69
7,60,80.34
7,60,81.3
7,60,82.3
7,60,90.65
7,60,104.33
7,60,98.39
7,60,90.56
7,60,88.43
7,60,81.34
7,60,74.69
7,60,73.77
7,60,73.77
7,60,72.89
7,60,67.69
7,60,67.69
7,60,72
7,60,67.69
7,60,66.84
7,60,66.84
7,60,66.84
7,60,68.57
7,60,79.42
7,60,80.34
7,60,74.69
8,60,73.77
8,60,72.89
8,60,67.69
8,60,66.03
8,60,61.26
8,60,59.17
8,60,51.66
8,60,50.45
8,60,49.35
8,60,42.99
8,60,41.04
8,60,37.47
8,60,46.22
8,60,36.61
8,60,34.82
8,60,34.82
8,60,34.82
8,60,34.82
8,60,35.68
8,60,43.16
8,60,56.67
8,60,50.55
8,60,44.01
8,60,48.25
8,60,42.99
8,60,41.04
8,60,35.68
8,60,34.82
8,60,34.82
8,60,34.82
8,60,35.68
9,60,40.11
9,60,36.54
9,60,40.11
9,60,34.9
9,60,29.53
9,60,28.81
9,60,28.81
9,60,28.81
9,60,27.55
9,60,21.65
9,60,26.89
9,60,24.36
9,60,24.36
9,60,27.49
9,60,24.36
9,60,24.36
9,60,28.87
9,60,34.04
9,60,33.32
9,60,25.02
9,60,23.21
9,60,20.04
9,60,19.54
9,60,19.54
9,60,19.54
9,60,19.54
9,60,19.54
9,60,19.54
9,60,19.54
9,60,19.08
10,60,16.85
10,60,19.08
10,60,19.54
10,60,19.08
10,60,16.05
10,60,13.11
10,60,10.94
10,60,10.65
10,60,10.94
10,60,12.44
10,60,10.94
10,60,10.15
10,60,6.65
10,60,6.29
10,60,8.28
10,60,8.88
10,60,10.12
10,60,9.12
10,60,11.34
10,60,18.27
10,60,21.2
10,60,68.32
10,60,503.4
10,60,426.45
10,60,196.77
10,60,163.77
10,60,140.38
10,60,127.84
10,60,109.36
10,60,97.35
10,60,83.38
11,60,81.34
11,60,80.37
11,60,74.72
11,60,72.91
11,60,66.89
11,60,59.96
11,60,51.68
11,60,50.49
11,60,50.49
11,60,50.49
11,60,50.49
11,60,50.49
11,60,51.68
11,60,60.77
11,60,72.06
11,60,73.8
11,60,73.8
11,60,71.25
11,60,53.77
11,60,50.49
11,60,50.49
11,60,49.38
11,60,43.04
11,60,41.09
11,60,35.73
11,60,35.73
11,60,41.09
11,60,43.04
11,60,48.28
11,60,42.11
12,60,35.73
12,60,34.88
12,60,34.88
12,60,34.09
12,60,29.58
12,60,36.77
12,60,85.65
12,60,108.43
12,60,77.08
12,60,60.77
12,60,49.57
12,60,36.67
12,60,34.88
12,60,34.88
12,60,34.88
12,60,34.09
12,60,29.58
12,60,28.86
12,60,28.2
12,60,24.41
12,60,23.81
12,60,23.25
12,60,20.08
12,60,19.57
12,60,19.57
12,60,19.57
12,60,19.57
12,60,19.57
12,60,19.57
12,60,19.57
12,60,19.11
1,61,16.46
1,61,16.04
1,61,16.92
1,61,24.73
1,61,40.47
1,61,52.66
1,61,79.8
1,61,142.02
1,61,484.98
1,61,435.17
1,61,271.99
1,61,204.33
1,61,126.48
1,61,98.57
1,61,95.46
1,61,241.49
1,61,306.29
1,61,222.56
1,61,151.32
1,61,112.17
1,61,95.3
1,61,71.33
1,61,72.02
1,61,64.81
1,61,45.34
1,61,41.09
1,61,35.73
1,61,34.88
1,61,34.88
1,61,34.88
1,61,36.67
2,61,46.26
2,61,36.67
2,61,34.88
2,61,35.73
2,61,40.16
2,61,34.95
2,61,29.58
2,61,28.2
2,61,25.01
2,61,28.92
2,61,33.31
2,61,30.3
2,61,33.31
2,61,29.58
2,61,31.22
2,61,51.53
2,61,79.76
2,61,115.7
2,61,1538.34
2,61,2838.76
2,61,765.26
2,61,400.27
2,61,269.88
2,61,216.61
2,61,707.34
2,61,2777.61
2,61,2332.01
2,61,2952.82
3,61,2473.12
3,61,1471.48
3,61,1041.82
3,61,776.69
3,61,588.72
3,61,481.78
3,61,411.71
3,61,352.35
3,61,301.85
3,61,270.1
3,61,253.46
3,61,241.1
3,61,237.67
3,61,225.96
3,61,214.67
3,61,213.08
3,61,217.95
3,61,280.02
3,61,506.78
3,61,506.79
3,61,359
3,61,259.73
3,61,216.4
3,61,199.4
3,61,179.39
3,61,168.61
3,61,175.68
3,61,223.16
3,61,195.1
3,61,186.32
3,61,167.42
4,61,151.11
4,61,155.94
4,61,157.16
4,61,177.71
4,61,304.73
4,61,222.75
4,61,178.2
4,61,207.09
4,61,210.01
4,61,190.62
4,61,178.01
4,61,167.36
4,61,157.22
4,61,147.57
4,61,139.46
4,61,138.33
4,61,137.22
4,61,127.88
4,61,111.9
4,61,117.08
4,61,119.78
4,61,131.49
4,61,151.17
4,61,139.52
4,61,127.88
4,61,110.62
4,61,106.81
4,61,99.61
4,61,98.43
4,61,99.61
5,61,106.81
5,61,108.03
5,61,106.81
5,61,99.61
5,61,96.22
5,61,81.53
5,61,68.61
5,61,67.72
5,61,71.2
5,61,62.08
5,61,60.48
5,61,60.48
5,61,60.48
5,61,60.48
5,61,59.18
5,61,51.72
5,61,51.72
5,61,59.18
5,61,61.26
5,61,66.06
5,61,66.87
5,61,66.87
5,61,66.87
5,61,66.06
5,61,61.26
5,61,60.48
5,61,60.48
5,61,62.08
5,61,72.09
5,61,73.82
5,61,75.71
6,61,89.73
6,61,125.9
6,61,260.39
6,61,213.03
6,61,143.28
6,61,108.47
6,61,83.55
6,61,73.9
6,61,66.94
6,61,59.45
6,61,51.72
6,61,51.72
6,61,59.18
6,61,57.99
6,61,44.19
6,61,42.08
6,61,42.08
6,61,43.09
6,61,49.42
6,61,49.42
6,61,44.1
6,61,48.32
6,61,42.16
6,61,35.79
6,61,34.94
6,61,35.79
6,61,41.15
6,61,42.08
6,61,43.09
6,61,50.62
7,61,57.89
7,61,51.72
7,61,49.42
7,61,43.09
7,61,42.08
7,61,41.15
7,61,35.79
7,61,35.79
7,61,40.22
7,61,35.79
7,61,34.94
7,61,34.94
7,61,35.79
7,61,40.22
7,61,35.01
7,61,29.64
7,61,28.92
7,61,28.92
7,61,28.92
7,61,28.92
7,61,29.64
7,61,34.15
7,61,37.74
7,61,57.67
7,61,67.79
7,61,82.62
7,61,100.97
7,61,82.62
7,61,67.79
7,61,61.26
7,61,60.48
8,61,59.18
8,61,52.91
8,61,59.18
8,61,60.48
8,61,60.48
8,61,59.18
8,61,50.62
8,61,44.1
8,61,50.62
8,61,64.41
8,61,98.97
8,61,90.74
8,61,80.49
8,61,68.61
8,61,66.06
8,61,61.26
8,61,59.18
8,61,51.72
8,61,49.42
8,61,43.09
8,61,41.15
8,61,35.79
8,61,34.15
8,61,29.64
8,61,29.64
8,61,33.37
8,61,28.98
8,61,23.91
8,61,20.12
8,61,19.61
8,61,19.61
9,61,19.61
9,61,19.61
9,61,19.61
9,61,19.61
9,61,19.61
9,61,19.61
9,61,20.12
9,61,26.07
9,61,53.38
9,61,95.79
9,61,76.87
9,61,66.91
9,61,61.26
9,61,60.48
9,61,60.48
9,61,60.48
9,61,59.18
9,61,52.91
9,61,59.97
9,61,66.06
9,61,66.06
9,61,61.26
9,61,60.48
9,61,59.18
9,61,51.72
9,61,50.52
9,61,49.42
9,61,42.16
9,61,35.01
9,61,29.64
10,61,28.92
10,61,28.92
10,61,29.64
10,61,34.15
10,61,37.74
10,61,64.17
10,61,1308.36
10,61,2834.42
10,61,1139.7
10,61,644.07
10,61,379.37
10,61,255.31
10,61,182.03
10,61,147.51
10,61,119.63
10,61,98.53
10,61,82.38
10,61,72.96
10,61,62.07
10,61,64.72
10,61,89.86
10,61,76.65
10,61,72.89
10,61,68.54
10,61,72.89
10,61,71.23
10,61,51.62
10,61,36.61
10,61,34.82
10,61,34.82
10,61,34.04
11,61,28.87
11,61,24.36
11,61,24.36
11,61,26.89
11,61,20.59
11,61,19.54
11,61,19.54
11,61,19.08
11,61,16.43
11,61,16.01
11,61,17.4
11,61,26.34
11,61,23.81
11,61,22.36
11,61,53.95
11,61,143.96
11,61,480.91
11,61,711.52
11,61,248.47
11,61,158.3
11,61,484.62
11,61,1143.94
11,61,1255.63
11,61,1640.79
11,61,869.82
11,61,1184.04
11,61,599.81
11,61,732.43
11,61,760.71
11,61,422.64
12,61,761.45
12,61,506.19
12,61,302.84
12,61,280.56
12,61,195.3
12,61,147.71
12,61,112.14
12,61,97.31
12,61,83.34
12,61,577.3
12,61,1288.94
12,61,487.27
12,61,600.11
12,61,1354.07
12,61,1446.7
12,61,1130.15
12,61,2175.86
12,61,2458.22
12,61,4570.99
12,61,2158.98
12,61,1250.84
12,61,881.79
12,61,641.13
12,61,485.33
12,61,408.95
12,61,349.9
12,61,299.78
12,61,282.09
12,61,339.1
12,61,260.12
12,61,212.26
1,62,178.8
1,62,159.26
1,62,384.15
1,62,254.74
1,62,458.21
1,62,2850.1
1,62,2135.94
1,62,2996.89
1,62,2538.98
1,62,1732.06
1,62,1091.42
1,62,766.91
1,62,645.91
1,62,1030.19
1,62,1622.71
1,62,1781.84
1,62,1407.38
1,62,1122.1
1,62,907.76
1,62,706.01
1,62,572.04
1,62,436.7
1,62,354.58
1,62,316.29
1,62,299.51
1,62,291.57
1,62,255.57
1,62,237.95
1,62,223.09
1,62,199.96
1,62,180
2,62,189.09
2,62,256.42
2,62,212.37
2,62,221.45
2,62,265.46
2,62,661.19
2,62,1108.49
2,62,567.66
2,62,379.96
2,62,262.22
2,62,212.26
2,62,190.11
2,62,760.98
2,62,310.28
2,62,196.59
2,62,158.17
2,62,139.37
2,62,145.35
2,62,627.96
2,62,246.69
2,62,161.11
2,62,131.43
2,62,118.41
2,62,106.83
2,62,90.65
2,62,81.38
2,62,73.84
2,62,66.91
3,62,61.26
3,62,60.48
3,62,60.48
3,62,61.26
3,62,69.65
3,62,181.6
3,62,1267.3
3,62,1412.56
3,62,1956.86
3,62,1721.28
3,62,2026.71
3,62,3472.65
3,62,3277.13
3,62,2109.79
3,62,1415.01
3,62,1128.93
3,62,849.14
3,62,636.95
3,62,485.33
3,62,462.22
3,62,712.41
3,62,449.02
3,62,370.86
3,62,349.52
3,62,338.14
3,62,361.23
3,62,347.28
3,62,318.39
3,62,322.91
3,62,371.06
3,62,333.91
4,62,332
4,62,521.28
4,62,712.32
4,62,2369.57
4,62,2168.94
4,62,1576.54
4,62,1249.1
4,62,815.06
4,62,649.87
4,62,623.63
4,62,560.46
4,62,1255.14
4,62,3340.62
4,62,1805.51
4,62,1240.86
4,62,1002.35
4,62,809.93
4,62,675.68
4,62,608.43
4,62,550.28
4,62,478.62
4,62,414.2
4,62,373.44
4,62,349.71
4,62,318.5
4,62,297.58
4,62,270.1
4,62,255.24
4,62,249.91
4,62,227.66
5,62,214.67
5,62,211.53
5,62,200.85
5,62,190.55
5,62,189.11
5,62,187.69
5,62,178.01
5,62,167.36
5,62,157.22
5,62,147.57
5,62,139.46
5,62,138.33
5,62,137.22
5,62,129.25
5,62,119.78
5,62,118.4
5,62,117.08
5,62,108.08
5,62,100.79
5,62,110.77
5,62,135.85
5,62,146.35
5,62,146.35
5,62,138.36
5,62,129.25
5,62,119.78
5,62,121.2
5,62,138.44
5,62,152.33
5,62,139.52
5,62,127.88
6,62,110.62
6,62,108.03
6,62,106.81
6,62,100.79
6,62,110.77
6,62,131.11
6,62,112
6,62,106.81
6,62,98.48
6,62,89.61
6,62,82.38
6,62,81.37
6,62,81.37
6,62,81.37
6,62,80.41
6,62,74.75
6,62,73.82
6,62,73.82
6,62,73.82
6,62,73.82
6,62,72.94
6,62,67.72
6,62,66.87
6,62,66.87
6,62,66.87
6,62,66.87
6,62,66.87
6,62,66.87
6,62,67.72
6,62,73.86
7,62,85.85
7,62,120.19
7,62,107.09
7,62,83.55
7,62,74.75
7,62,74.75
7,62,80.41
7,62,81.37
7,62,88.04
7,62,142.04
7,62,232.58
7,62,278.44
7,62,186.04
7,62,170.19
7,62,284.84
7,62,203.62
7,62,161.48
7,62,147.31
7,62,130.47
7,62,119.79
7,62,118.42
7,62,118.42
7,62,117.1
7,62,109.33
7,62,108.06
7,62,108.06
7,62,105.66
7,62,90.77
7,62,81.44
7,62,74.77
7,62,73.85
8,62,73.85
8,62,72.96
8,62,66.92
8,62,61.26
8,62,61.26
8,62,66.92
8,62,72.07
8,62,67.74
8,62,66.07
8,62,61.26
8,62,62.08
8,62,72.11
8,62,73.85
8,62,74.77
8,62,80.44
8,62,80.44
8,62,73.88
8,62,66.92
8,62,63.72
8,62,81.76
8,62,103.31
8,62,98.51
8,62,89.64
8,62,80.52
8,62,68.62
8,62,66.07
8,62,61.26
8,62,60.48
8,62,59.19
8,62,51.74
8,62,50.55
9,62,51.74
9,62,59.97
9,62,66.92
9,62,72.07
9,62,66.92
9,62,59.97
9,62,51.74
9,62,49.45
9,62,43.13
9,62,43.13
9,62,49.45
9,62,49.45
9,62,43.13
9,62,42.12
9,62,43.13
9,62,49.45
9,62,49.45
9,62,43.13
9,62,42.12
9,62,41.19
9,62,35.84
9,62,34.98
9,62,34.2
9,62,29.68
9,62,30.47
9,62,41.34
9,62,49.45
9,62,49.45
9,62,40.56
9,62,25.33
10,62,19.69
10,62,16.94
10,62,18.72
10,62,16.52
10,62,16.09
10,62,15.7
10,62,12.87
10,62,9.66
10,62,11.9
10,62,8.79
10,62,6.31
10,62,6
10,62,6.31
10,62,8.79
10,62,12.2
10,62,10.7
10,62,8.88
10,62,8.64
10,62,8.64
10,62,8.88
10,62,10.7
10,62,12.49
10,62,10.97
10,62,10.17
10,62,6.41
10,62,4.57
10,62,5.5
10,62,4.35
10,62,4.14
10,62,3.81
10,62,2.15
11,62,1.84
11,62,1.37
11,62,1.3
11,62,1.3
11,62,1.24
11,62,0.96
11,62,1.39
11,62,2.48
11,62,2.03
11,62,1.84
11,62,1.52
11,62,2.61
11,62,2.83
11,62,2.61
11,62,1.39
11,62,0.96
11,62,5.82
11,62,59.44
11,62,33.22
11,62,14.15
11,62,9.39
11,62,13.71
11,62,38.49
11,62,18.57
11,62,11.02
11,62,9.39
11,62,12.2
11,62,10.97
11,62,10.67
11,62,10.41
12,62,8.88
12,62,8.28
12,62,6.31
12,62,6
12,62,6
12,62,6.31
12,62,8.28
12,62,8.28
12,62,9.25
12,62,34.25
12,62,30.47
12,62,28.96
12,62,27.69
12,62,21.21
12,62,41.98
12,62,160.74
12,62,85.58
12,62,44.92
12,62,28.65
12,62,17.49
12,62,15.7
12,62,13.84
12,62,24.32
12,62,111.58
12,62,441.36
12,62,1458.1
12,62,1315.5
12,62,1652.87
12,62,1378.35
12,62,1919.51
12,62,3613.24
1,63,26470.67
1,63,3917.29
1,63,2393.3
1,63,1160.85
1,63,832.73
1,63,595.14
1,63,492.97
1,63,420.42
1,63,1654.56
1,63,10906.03
1,63,12831.31
1,63,12042.83
1,63,3430.16
1,63,2011.44
1,63,1393.92
1,63,1054.61
1,63,996.91
1,63,884.91
1,63,749.35
1,63,648.06
1,63,614.01
1,63,757.7
1,63,576.3
1,63,480.71
1,63,439.64
1,63,407.67
1,63,387.44
1,63,358.63
1,63,331.44
1,63,317.59
1,63,317.59
2,63,331.44
2,63,347.61
2,63,306.15
2,63,280.47
2,63,275.86
2,63,265.42
2,63,253.85
2,63,241.35
2,63,222.83
2,63,211.52
2,63,201.86
2,63,192.55
2,63,184.65
2,63,183.54
2,63,227.34
2,63,579.62
2,63,1044.33
2,63,623.4
2,63,1002.95
2,63,461.9
2,63,344.17
2,63,286.7
2,63,266.66
2,63,244.88
2,63,231.59
2,63,221.67
2,63,218.91
2,63,210.77
3,63,208.12
3,63,200.3
3,63,240.94
3,63,560.24
3,63,512.21
3,63,349.61
3,63,266.97
3,63,273.32
3,63,307.83
3,63,259.14
3,63,223.18
3,63,210.77
3,63,229.57
3,63,9021.65
3,63,13636.95
3,63,45426.35
3,63,36649.72
3,63,6871.76
3,63,7037.13
3,63,9643.38
3,63,5565.97
3,63,2931.36
3,63,2163.69
3,63,1876.87
3,63,1753.83
3,63,1712.13
3,63,1774.9
3,63,1733.21
3,63,1854.86
3,63,1646.25
3,63,1432.45
4,63,1215.96
4,63,1030.58
4,63,925.06
4,63,879.56
4,63,820.67
4,63,761.35
4,63,712.23
4,63,698.72
4,63,650.14
4,63,580.81
4,63,519.97
4,63,494.03
4,63,474.16
4,63,457.28
4,63,452.56
4,63,438.63
4,63,434.06
4,63,420.6
4,63,418.38
4,63,414.04
4,63,386.43
4,63,370.11
4,63,366.14
4,63,354.43
4,63,364.63
4,63,441.43
4,63,809.69
4,63,588.23
4,63,839.22
4,63,613.7
5,63,449.2
5,63,386.58
5,63,356.39
5,63,352.49
5,63,483.7
5,63,1037.02
5,63,1044.37
5,63,2330
5,63,1145.48
5,63,950.43
5,63,800.97
5,63,672.57
5,63,577.1
5,63,499.81
5,63,471.23
5,63,521.85
5,63,511.77
5,63,475.82
5,63,441.78
5,63,430.91
5,63,459.8
5,63,408.01
5,63,360.57
5,63,331.44
5,63,317.59
5,63,314.21
5,63,302.64
5,63,289.8
5,63,278.91
5,63,277.37
5,63,274.38
6,63,255.31
6,63,242.69
6,63,234.56
6,63,245.53
6,63,267.03
6,63,236.06
6,63,221.52
6,63,210.3
6,63,194.84
6,63,191.38
6,63,184.65
6,63,183.54
6,63,183.54
6,63,182.45
6,63,175.98
6,63,173.86
6,63,166.64
6,63,158.64
6,63,150.95
6,63,143.56
6,63,137.3
6,63,136.42
6,63,136.42
6,63,136.42
6,63,136.42
6,63,136.42
6,63,136.42
6,63,135.56
6,63,129.3
6,63,121.66
7,63,119.47
7,63,113.09
7,63,111.03
7,63,105.03
7,63,104.05
7,63,104.05
7,63,104.05
7,63,108.18
7,63,133.33
7,63,141.73
7,63,137.3
7,63,136.42
7,63,136.42
7,63,135.56
7,63,130.44
7,63,128.45
7,63,121.66
7,63,119.47
7,63,113.09
7,63,113.09
7,63,119.47
7,63,119.47
7,63,112.07
7,63,105.03
7,63,105.03
7,63,111.03
7,63,112.04
7,63,112.04
7,63,112.04
7,63,110.04
7,63,97.53
8,63,90.37
8,63,89.51
8,63,89.51
8,63,89.51
8,63,89.51
8,63,89.51
8,63,89.51
8,63,89.51
8,63,89.51
8,63,89.51
8,63,89.51
8,63,90.37
8,63,95.65
8,63,96.55
8,63,97.47
8,63,107.22
8,63,131.59
8,63,128.18
8,63,113.15
8,63,105.03
8,63,103.1
8,63,96.58
8,63,89.54
8,63,83.72
8,63,82.91
8,63,81.37
8,63,72.39
8,63,70.95
8,63,297.69
8,63,405.02
8,63,203.22
9,63,140.1
9,63,113.29
9,63,97.53
9,63,89.56
9,63,82.96
9,63,76.78
9,63,71.66
9,63,70.26
9,63,65.56
9,63,61.1
9,63,60.48
9,63,60.48
9,63,60.48
9,63,59.47
9,63,53.61
9,63,52.67
9,63,50.95
9,63,39.92
9,63,30.4
9,63,26.17
9,63,25.68
9,63,25.68
9,63,26.17
9,63,29.23
9,63,30.32
9,63,34.46
9,63,43.23
9,63,68.77
9,63,79.82
9,63,72.39
10,63,70.95
10,63,69.59
10,63,60.74
10,63,51.89
10,63,41.24
10,63,39.73
10,63,39.73
10,63,44.92
10,63,89.37
10,63,204.61
10,63,452.65
10,63,392.62
10,63,218.81
10,63,148.73
10,63,121.53
10,63,104.17
10,63,89.62
10,63,77.54
10,63,71.66
10,63,70.95
10,63,70.26
10,63,65.56
10,63,61.1
10,63,62.41
10,63,72.46
10,63,61.4
10,63,53.61
10,63,51.78
10,63,46.62
10,63,52.79
10,63,110.12
11,63,198.53
11,63,167.31
11,63,121.22
11,63,86.46
11,63,76.76
11,63,70.3
11,63,62.37
11,63,64.25
11,63,61.1
11,63,59.47
11,63,53.61
11,63,51.78
11,63,46.62
11,63,45.78
11,63,45
11,63,41.98
11,63,56.96
11,63,95.34
11,63,88.83
11,63,71.8
11,63,58.9
11,63,41.39
11,63,35.06
11,63,47.35
11,63,151.11
11,63,271.76
11,63,227.09
11,63,143.15
11,63,104.53
11,63,103.51
12,63,1850.85
12,63,959.37
12,63,435.88
12,63,262.96
12,63,196.43
12,63,167.75
12,63,150.09
12,63,131.04
12,63,122.78
12,63,130.16
12,63,139.97
12,63,144.81
12,63,1059.04
12,63,2442.78
12,63,1462.9
12,63,900.33
12,63,641.72
12,63,541.12
12,63,426.13
12,63,328.7
12,63,271.75
12,63,242
12,63,210.93
12,63,190.3
12,63,179.43
12,63,170.22
12,63,160.34
12,63,144.88
12,63,130.02
12,63,119.68
12,63,142.16
1,64,156.06
1,64,156.15
1,64,210.2
1,64,189.4
1,64,153.26
1,64,120.37
1,64,98.42
1,64,83.24
1,64,79.32
1,64,67.72
1,64,61.25
1,64,60.48
1,64,60.48
1,64,60.48
1,64,58.53
1,64,46.04
1,64,35.21
1,64,30.39
1,64,29.82
1,64,29.29
1,64,25.77
1,64,22.6
1,64,22.17
1,64,22.17
1,64,22.17
1,64,22.17
1,64,28.09
1,64,68.76
1,64,54.51
1,64,40.62
1,64,35.77
2,64,51.5
2,64,138.06
2,64,168.45
2,64,212.76
2,64,165.37
2,64,129.24
2,64,99.7
2,64,84.24
2,64,96.94
2,64,141.67
2,64,117.96
2,64,82.7
2,64,61.9
2,64,51.15
2,64,35.94
2,64,30.39
2,64,29.82
2,64,32.31
2,64,45.56
2,64,38.03
2,64,119.89
2,64,227.68
2,64,189.92
2,64,135.82
2,64,85.11
2,64,62.9
2,64,58.53
2,64,53.64
2,64,91.22
3,64,96.01
3,64,81.36
3,64,66.95
3,64,53.76
3,64,45.89
3,64,39.84
3,64,43.22
3,64,2991.63
3,64,1760.86
3,64,762.74
3,64,443.21
3,64,312.54
3,64,235.19
3,64,190.55
3,64,162.6
3,64,144.97
3,64,127.66
3,64,108.26
3,64,90.54
3,64,82.2
3,64,80.24
3,64,75.53
3,64,79.28
3,64,73.73
3,64,66.84
3,64,75.73
3,64,14590.04
3,64,9674.9
3,64,2472.79
3,64,7019.45
3,64,3387.17
4,64,1896.36
4,64,1272.64
4,64,1121.32
4,64,896.88
4,64,720.5
4,64,585.51
4,64,516.89
4,64,475.82
4,64,435.46
4,64,379.73
4,64,356.72
4,64,331.44
4,64,315.94
4,64,302.66
4,64,289.83
4,64,282.01
4,64,296.19
4,64,277.48
4,64,255.31
4,64,246.84
4,64,3863.35
4,64,8893.69
4,64,3195.92
4,64,1470.67
4,64,918.1
4,64,701.33
4,64,580
4,64,497.49
4,64,441.92
4,64,405.67
5,64,375.68
5,64,358.57
5,64,343.88
5,64,329.68
5,64,312.65
5,64,280.55
5,64,265.42
5,64,255.26
5,64,252.42
5,64,244.05
5,64,242.66
5,64,241.31
5,64,234.56
5,64,241.31
5,64,239.97
5,64,224.1
5,64,224.1
5,64,248.66
5,64,381.91
5,64,492.29
5,64,325.38
5,64,279.07
5,64,252.57
5,64,224.17
5,64,212.72
5,64,210.26
5,64,200.69
5,64,185.78
5,64,185.78
5,64,209.72
5,64,2873.57
6,64,906.96
6,64,476.18
6,64,383.71
6,64,371.76
6,64,356.72
6,64,350.11
6,64,440.64
6,64,368.66
6,64,354.22
6,64,468.24
6,64,369.36
6,64,307.74
6,64,288.26
6,64,266.93
6,64,253.85
6,64,241.35
6,64,224.1
6,64,221.5
6,64,225.43
6,64,246.89
6,64,231.99
6,64,210.39
6,64,186.94
6,64,183.54
6,64,182.45
6,64,174.93
6,64,166.62
